Español;Aymara
Arrojar hacia afuera un objeto pequeño o largo;liwtaña
Arrojar la masa o barro con fuerza al suelo;t’alnuqaña
Arrojar objetos pequeños con la mano;liwiña
Arrojar por la boca la comida o algo parecido;axchuña
Arrollar;Llawuña
Arroz;arusa
Arroz graneado y cocido;k’aja
Arruga;sip’u
Arrugado;sip’uptata
Arrugar;sip’uptaña
Arruinar;T’unjaña
Arrullar;chhujuña
Articular;arsuña
Artificial;yäta
asa;jinchu
Asa;katuña
Asado;kanka
Asador;sartina
Asaltar;lunthatjaña
Asar;kankaña
Asar papas con la brasa;japuchaña
Ascendente;Parki
Ascender;Makataña
Asco;Axtaña
Asear;Q’umachaña
Asediar;Muyuntaña
Asegurar;ukhamaw
Asegurar;Ukhamaw saña
Asemejar;kikipayaña
Asentarse;Utt’aña
Asentir;Iyaw saña
Asesinar;jiwayaña
Asesino;jiwayiri
Asesorar;Amuyt’ayaña
Asfixiar;axskatayaña
Asiento;qunuña
Asignar;uñtayaña
Asir;apxaruña
Asma;Chuyma chhuxri
Asma;chuyma
Asolear;qawichaña
Asomar;Uñstaña
Asombrar;muspaña
Asombrar a alguien de repente;jajapuña
Asombrarse;musparaña
Asperjar;Ch’axch’uña
Aspirar;samthapiña
Aspérrimo;qhachqha
Asquear;Axtasiña
Asquearse;axtasiña
Asquearse;millayasiña
Asqueroso;Axtaña
Asta;Waxra
Astilla;ch’ixta
Astillar;sich’inuqaña
Astillar;ch’ixtaña
Astillas o pedazos de vidrio;qhisphillu
Astuto;Sallqa
Asustar;sustjaña
Asustar;Mulljaña
Asustarse;mulljasiña
Así;ukhama
Así;akhama
Así es hermana, es blanco, azul y celeste. Hermana ¿tú que colores prefieres?;jumax kuna saminakaraks wali munt a?
Así mismo;ukhampacha
Así no más me he traído, comeremos;Ukhamak apasintha, manq’asiñani
Así sea;ukhamäpan!
Atacar entre varios a una sola persona;waykaña
Atado de aguayo que contiene regalos para pedir la mano;chinja
Atajar;Jark’aña
Atajar;tuwaña
Atar;chint’aña
atar;chinuña
Atar el bulto para viajar o para cualquier actividad;q’ipichaña
Atar el hilo en la lanzadera para tejer;qhiwcht’aña
Atardecer;jayp’untaña
Atasajar;ch’arkhiña
Atender;Luqtaña
Atender a una mujer en el parto;usuyaña
Aterrar;Mulljaña
Atestiguar;inkilluña
Atizar;phichhaña
Atizar;winqhaña
Atolondrado;ipirata
Atolondrarse;ipiptaña
Atolondrarse;ipiraña
Atorar;axskataña
Atormentar;Llakisiyaña
Atosigar;jiwkattaña
Atrasarse;qhipt’aña
Atragantarse;Uquntaña
Atrasarse;Qhipt’aña
Atravesar;makipaña
Atrevido;lisu
Atrevimiento;Lisu
Atribuir;Uñtayaña
Atribular;Llakisiyaña
Atropellar;takxataña
Atrás;qhipäxa
Atrás;qhiphäxa
Aturdir;Tuxpantayaña
Audacia;Jan axsaraña
Augurar;Arjaña
Aula;Yatiq uta
Aula;yatiq
Aullar;awulliña
Aullido de los perros y zorros;ajutiña
Aumentado;yapata
Aumentar;yapt’aña
Aumentar como yapa a algún producto comprado;jaqxataña
Aumentar el precio a algo;irxataña
Aumentar un plato más de comida al momento de almorzar o cenar;liwxataña
Aumento;Yapa
Aunar;Mayachaña
Aurora;Willjta
Aurífero;qurini
Ausentarse;ch’usasiña
Automóvil;awtu
Autor;luriri
Autoridad;jilïri
autoridad superior (de una “marka”);mallku
autoridad superior (en general);jilïri
autoridad superior entre las deidades;mallku
Autoridad varón y principal de una comunidad aymara;mallku
Auténtico;chiqpacha
Auxiliar;Yanapaña
Avanzar;nayraru
Avanzar;Nayraru sartaña
Avaro;q’awachi
Ave;Jamach’i
Ave de tamaño pequeño que se alimenta de frutas ;uchi
Ave grande similar al avestruz que vive en las cordilleras del altiplano;kiwya
Ave nocturna que emite el sonido onomatopéyico de “qat qat qat”;qati
Ave zancuda negra de cuello largo que anida en los totorales;kutili
Avecilla del altiplano que se alimenta de peces de los ríos;q’achirankha
avena;awena
Avenida;jach’a
Avenida;Jach’a thakhi
Aventajar;Atipaña
Aventar;khuyuqaña
Aventar;khuyuña
Avergonzar;phinq’asiyaña
Avergonzar;Phinq’asiyaña
Averiguar;jiskhxataña
averiguar o entender;amuyaña
Aversión;axtasiña
Avinagrado;K’allk’u
Avisador;Yatiyiri
Avisar;Yatiyaña
Avisas pues;Yatiyi tatapï
Aviso;Yatiyawi
Avispa;lachiwana
Avión;awyuna
Avío;wakthapi
Axila;Chhiqhanqara
axila;chhiqhanqhara
Ay hermanita , ahorita vengo a ayudarte . ¿Cuánto pan estás haciendo?;t'ant's lurasta?
Ayer;masüru
ayer;wasuru
Ayer;wasüru
Ayer era jueves;Wasurux illap urunwa
Ayer era jueves;Wasurux illamp urunwa
Ayer era martes hermana;Wasurux saxra urunwa kullaka
Ayer era martes, ¿ mañana que día va ser ?;Was urux saxra urunwa, qharurux kuna urunisa?
Ayer era miércoles;Wasurux pacha uru nwa
Ayer era viernes;Wasurux ñanqha urunwa
Ayer fue jueves. ¿Qué hora és?;Wasurux illap urunwa. Kuna pachasa?
ayer por la tarde;wasayp’u
Ayer yo estaba durmiendo;Wasurux ikiskayath wa
Ayer, hermana Lily;Wasuru, kullaka Lily
Aymara;aymara
Ayuda;yanapa
ayuda recíproca;chuqu
Ayudante;yanapiri
Ayudante;Maxta/yanapiri
Ayudar;yanapaña
Ayudar;Yanapt’aña
Ayudar a alguien sin ningún interés;kupaqaña
Ayudar a llevar;apjaña
Ayudar a llevar el bulto durante el traslado a otro lugar;q’ipirapiña
Ayudarse dos personas mutuamente;yanapasiña
Ayunar;Jan manq’aña
Ayunar;jan
Ayuno;jan
Ayuno;Jan manq’aña
Ayúdame;Yanapt’ita
Ayúdame pues , por favor;Yanapt’itay, mirä amp suma
Azadón;chhiphiña
Azapa;tierra blanda
Azorar;amullayaña
Azotar;Jawq’jaña
Azotar con palo;jisktaña
Azotar con palo;siktaña
Azucar;muxsa
azucena;amankaya
azucena;amanq’aya
Azufre;sirsuqina
azul;larama
Azulear;laramaptayaña
Azuzar;achjayaña
Azuzar;wujskataña
Azuzar al perro;piskt’aña
Azúcar;Asukara
Añadido;apkatata
Añadidura;yapa
Añadir;Yapaña
Añejo;Jayani
año;mara
año nuevo;machaq mara
año pasado;maymara
Aún no ha empezado, está vacío;Janiraw kunas qalltkiti, ch’usakiskiwa
Aún no hermano;Janiraw jilata
Aún no, ¿y tú tienes familia?;Janiraw warminikti, jumasti wilamasi nitati?
Baba;Llawsa
Babear;llawsaña
babosa;llawsa laq’u
Baboso;llawsarara
Badilejo;iluña
Badilejo para sacar la tierra y poner la semilla de papa en los surcos hechos por los humanos;jiluña
Badulaque;Jan yäni jaqi
Bagatela;jan
Bagatela;Jan yäja
bagre;mawri
Bailar;Thuqhuña
Bailar moviendo el cuerpo sin mover los pies;kirkiña
Bailarín;thuqhuri
Baile;thuqhu
Baile ancestral del altiplano acompañado de tocadores de flauta “qina”;qina
Baile flolklórico del canaval;puxpu
Baile y canto que se realiza entre los jóvenes de ambos sexos;qhachwa
Bajada;saraqaña
Bajar;Alt’aña
Bajar;maqaña
Bajar;Lat’aqaña
Bajar;saraqaña
Bajar;Apaqaña
Bajar;Iraqaña
Bajar algo cóncavo de cierta altura;asaqaña
Bajar de precio;iraqtaña
Bajar del caballo;lat’aqaña
Bajar la cabeza;alt’aña
Bajar muebles u objetos pesados;kallaqaña
Bajo;jichha
Bajo;Jisk’a tansa
bajo;jisk’a
Bajo;Jichha qalltiri
Baladí;Jan yäja
Balancear;chikanachaña
Balancear;waylunkiña
Balancear;aytiliña
Balanza;chikana
Balbucear;khakhaña
Balbucir;aquña
Balde;Inaki
Balsa;wampu
Balsa;maraya
Balsa;yampu
balsa de totora;yampu
balsa de totora;wampu
Balón;piquta
Balón hecho de trapo;t’ixita
Balón o llanta desinflada o con poco aire;luq’u
Bambalear;liwinaqtaña
Bambalearse;chankanaqaña
Bambolear;aytinkiña
Banana;puquta
Banco;Qunuña
Banda;Wak’a
Banda de tela o plástica para levantar bolsas o balde de agua;wayuña
Bandada;tama
Bandera;wiphala
bandera andina;wiphala
Baratear;Iraqaña
Baratear;waxt’jaña
barato;iraqata
Barba;sunkha
barba o bigote;sunkha
Barbechar;Qhulliña
Barbecho;qhulli
Barbilla;Tiranqaya
Barbo;mawri
Barbudo;sunkharara
Barco;Yampu
Barranco;jaqhi
Barranco;waranka
Barrena;warita
Barrendero;pichiri
Barrer;pichaña
Barriga;Phathanka
Barrigudo;Purak ch’awa
Barrigudo;purak
Barro;Llink’i ñiq’i
barro;ñiq’i
Barro pegajoso;llink’i
Barullo;Uxu
Base;Ch’ina
Bastante;alluxa
Bastardo;jatjata
Bastardo;chuqu
Bastón;wara
bastón;thujru
Basura;T’una
Basural;Qhilla pata
Basural;qhilla
Basurero;t’una
Batalla;Ch’axwa
Batalla;nuwasiwi
Batallar;Ch’axwaña
Batancillo de piedra cóncava para moler ají;wayk’iña
Batata;Apichu
Batir;jiruña
Batán;piqaña
Bautizar;Sutiyaña
Bayeta;wayita
Bayo;churi
Bazo;Ch’ankhara
Bazo;k’aphallja
Bañado en lágrimas;jachat
Bañar;jariña
bañarse;jarisiña
Baño;Yaq’añ uta
Baño;yaq’añ
Bebedor;machiri
Beber;umantaña
Beber;umaña
Beber;Pultiña
Beber;q’ultiña
Beber agua los gatos u otros felinos;lachhiña
Beber mucha agua;pultiña
Bebible;umkaya
Bebida;Jaxu uma
Bebida;umaña
Bebida alcohólica;jaxu
Bebé;asu
Becerro;ankuta
Begonia;achanqara
Bejuco;Waji
Bejuco;mura
Bejuco yungueño;waji
Beleño;thujsa
Bellaco;sallqa
Bello;jiwa
Bello;Jiwaki
Benjamín;ikiñ
Benjamín;chana
Benévolo;suma
Benévolo;Suma jaqi
Beodo;Machata
Bermejo;paqu
Berro;willka
Berro;Uqhururu
Besar;jamp’atiña
besar;chumt’aña
Besar el hombre a una mujer o viceversa;ch’umaña
Besarse;jamp’atisiña
Beso;jamp’atiña
Bibliografía;Qillqatanaka
Biblioteca;Panka pirwa
Biblioteca;panka
Bicho;Laq’u
Bicicleta;siklu
Bicolor;allqa
bicolor o tricolor;allqa
Bien;wali
bien;waliki
Bien abrigado vas a ir, cuidado te haga frio;Wali thuru isiniw sar äta,
Bien hermana;Waliki kullaka
Bien hermana , anda a hacerte curar. Hasta otro d ía;Waliki kullaka , qullayasir sar am. Yaqha ur kama
Bien hermana , yo también soy profesor;Waliki kullaka , nayax yatichirira kitwa
Bien hermana . ¿Cuál es tu nombre?;Waliki kullaka . ¿Kunas sutimaxa?
Bien hermana Teodora, mi nombre es Sandro;Waliki kullaka Teodora, nayan sutijax sandruwa
Bien hermana, ahor a ya es tarde, mañana hablamos;aruskipa ñani
Bien hermana, hasta mañana;Waliki kullaka , qharürkam a
Bien hermana, Vamos a la plaza;Waliki kullaka, sarañani kachiru
Bien hermana, ¿qué día es hoy?;W aliki kullaka, jichhuru x kuna urusa ?
Bien hermana, ¿y tú?;Waliki kullaka, ¿jumasti?
Bien hermana, ¿y tú?;Waliki kullaka, jumansti ?
Bien hermana. ¿Cuál es tu nombre?;Waliki kullaka , Juman sutimax kunasa?
Bien hermanita;Waliki kullaka
Bien hermano ¿cuál es tu nombre?;Waliki jilata, Juman sutimax kunasa?
Bien hermano, ¿y tú?;Waliki jilata, jumasti ?
Bien Marianela;Waliki Mar ianela
Bien molida como la harina;naxna
bien siempre;walikipini
Bien tambi én hermano;Walikiraki Jilata
Bien también;Walikiraki
Bien también hermana;Walikiraki kullaka
Bien también, ¿Cuál es tu nombre?;Walikiraki, juman sutimax kunasa?
Bien van a jugar;Sum anatapxäta
Bien vas a defender/cubrir;Sumpin jarkäta
Bien | Estoy bien;Waliki | Walikiskthwa
Bien ¿y tú?;Waliki, jumasti?
bien, gracias, hermana;waliki kullaka
Bien, hasta l uego hermana Camila 21°PÄ TUNKA MAYANÏRI ARUSKIPAWI Mirian Alvarado Camacho Noemi Flores Arragan;Waliki , jikisi ñkamay kullaka Camila
Bien, hasta luego hermano Néstor;Waliki, Jikisiñkama jilata Néstor
Bien, llevaremos;Walikiwa, anakiñani
Bien, que son es os hermano Néstor?;Waliki, kunas ukanakaxa, jilata Nestor?
Bien, ¿a tu mamá qué comida le gusta?;Waliki, mamamax kuna manq's muni ri?
Bien, ¿de qué color son tus ojos?;Waliki, nayramax kuna saminisa ?
Bien, ¿En qué mes es tu cumpleaños?;Waliki. Juman urumax kuna phaxsinkisa ?
Bien, ¿tienes hermanos?;Waliki, Jumax jilanitati ?
Bien, ¿tus perros son machos o hembras ?;Waliki, Anunakamax urquti , qachu nakachä?
Bien, ¿y tu madrina de dónde es ?;Waliki. Ichumamamax kawkitasa ?
Bien, ¿y vos?;Waliki, ju masti?
Bien. Hermana Lily me duele el brazo.;Waliki. K ullaka Lily amparaw usutu
Bien. ¿En qué mes estamos?;Waliki. Kuna phaxsinktansa?
Bienes muebles;källachi
Bienestar;askinkaña
Bienestar;walïskaña
Bifurcación;jaljtaña
Bifurcación;Jaljta
bifurcación;pallqa
Bifurcado;p’allqxtata
Bifurcado;tarata
Bifurcado;charjata
Bigote;Sunkha
Bilingüe;Pä aru yatiri
Bilingüismo;Pä arwayu
Bilis;mulla
Bilis;chillka
Bimensual;Phaxsin pä kuti
Biol;lawa
Bisabuela;Achilan taykapa
Bisabuela;achilan
Bisabuelo;achilan
Bisabuelo;Achilan awkipa
Bisnieto;allchhin
Bisnieto;Allchhin wawapa
Bisojo;lirq’u
Bizcar;lirq’uña
Bizco;Lirq’u
blanco;janq’u
Blancura;qhasa
Blando;Jasa
Blanquear;Janq’uraña
Blanquear;janq’uchaña
blanquecino;janq’ulla
Blanquinegro;Allqa
Blasfemar;tuqisiña
Bledo;Jat’aqu
Bloquear;jark’antaña
Boa;churisiki
Bobo;Ipi jaqi
Bobo;ipi
boca;laka
Bocanada;muxch’i
Bocina;Pututu
Bocio;q’utu
Bocón;lakarara
Boda;jaqichasiña
Bofe;chuyma
Bofetada;t’axlli
Boga;Qhisintu
Bola;Muruq’u
Bola hecha de nieve;wallat
Boleadoras;liwi
Bolsa;wayaqa
Bolsa;ch’uspa
Bolsa;kapachu
Bolsa;kustala
Bolsa de mano;ampar
bolsa grande para llevar cruzada al hombro;wayaqa
Bolsa mediana con cinta para colgarse en el hombro;wallqipu
bolsa tejida para llevar coca;wallqipu
bolsa tejida para llevar coca;istalla
bolsa tejida para llevar coca;ch’uspa
Bolso;wulsuna
Bolígrafo;Tinta qillqaña
Bombo;Wankara
Bonanza;Suma uru
Bonanza;suma
Bondad;chuymani
Bondadoso;Suma chuymani
Bondadoso;suma
bonito o bonita;qulila
Bonito su nombre;Jiwakiw sutipaja
Bonito,;Jiwaki
Boquiabierto;Lakas ansata
Boquiabierto;lakas
Boquiancho;Lakà awlla
Boquiancho;lakà
Boquiangosto;Lakà uyru
Boquiangosto;lakà
Borbollar;phullulliña
Borbotar;phulluqiña
Borboteo;phullulliña
Bordar;qumpiña
Bordar;ixpaña
Borde;Thiya
Borde;qawaya
Borla;t’ikhacha
Borla;puyllu
Borla;phuña
Borra;phichhu
Borra;jamch’i
Borracho;maxma
Borracho;umata
Borrar;Chhaqhtayaña
Borrasca;ch’isi
Borrego;Ankuta
Borrego;malta
Borroso;Chharphu
Bosque;Ch’umi
Bosta;Phuru
Bostezar;aysaña
bostezar;ansaña
Bostezo;aysaña
Bot;phuskhalla
Bot;qhiya
Bot;qucha
Bot;quqa
Bot;qurwari
Bot;q’ila
Bot;qhut’a
Bot;quytu
Bot;quyu
Bot;q’uwa
Bot;qintu
Bot;payqu
Bot;suqusa
Bot;siwinqa
Bot;ch’uqi
Bot;küllta
Bot;ch’uxña
Bot;jawaq’ulla
Bot;laqhu
Bot;jat’aqu
Bot;thaqhu
Bot;llaxi
Bot;tunqu
Bot;suq’i
Bot;uqhururu
Botar;Alisiña
Botella;wutilla
Botella de güira seca;pulu
Botón;Amucha
Botón;wutuna
Boxeo;ch’aktasiña
bozal;ñuku
Bozo;Phü phü
Bozo;phü
Boñiga;Phuru
Bragadura;Chara taypi
Bragadura;chara
Bramido;Qhulthuña
brasa;sansa
brasa;sank’a
Brasero;Sank’a asaña
Bravo;qaqani
Bravo;Jan axsariri
Bravo;qhaqha
Brazada;chawuña
brazada;luqa
Brazado;marqa
brazalete;chipana
Brazo;Lankhu ampara
brazo o mano;ampara
Brecha;ansjata
Brecha;ansjta
Brecha;k’ajlla
Breve;k’ata
Breve;jank’a
Brevedad;jank’aki
Brevemente;jank’aki
Brillante;k’ajiri
Brillar;k’ajaña
Brillar;llijuña
Brillar la o las estrellas;paqaña
Brincar;Thuqtaña
Brinco;Thuqta
Brindar;ch’allt’aña
Brindis;ch’allaña
Brisa;suqi
Brisa;suqa
Brisa;ipi
Broche;t’iriña
Broma;sawka
Bromear;sawkasiña
Bromear;turiyaña
Bromear;chansaña
Bromista;sawkasiri
Brotar;aywtaña
Brotar;alsuña
Brotar;Jalsuña
Brotar el agua;jalsuña
Brotes de la quinua;chillki
Bruja;layqa
Brujería;layqata
Bruscamente;thanqhampi
Bruñir;llijuyaña
Brío;Qamasa
Buche;Kutu
Buche de las aves;inqi
Buen día hermana;A ski uruk ïpan kullaka
Buen día hermana;A ski urukïpanay kullaka
Buen día hermana;Aski uru kïkan kullaka
Buen día hermana;Aski uruk ïpan k ullaka
Buen día hermana;Aski urukïpan ay kullaka
Buen día hermana;Aski uruk ïpan kullaka
Buen día hermana;Aski uruk ïpanay kullaka
Buen día hermana;Aski urkïpan kullaka
Buen día hermana;Aski urup ïkan kullaka
Buen día hermana;Aski urukïpanay kullaka
Buen día hermana;Aski ur ukïpan kullaka
Buen día hermana;Aski alwakïpanay kullaka
Buen día hermana;Aski urukïpan kullaka
Buen día hermana;Aski alwakïpan kullaka
Buen día hermana Edyth;Aski urukïpan kullaka Edyth
Buen día hermana Patricia;Aski urukïpanay kullaka Patricia
Buen día hermana. ¿Cómo estás herman?;Aski uru kïpanay kullaka . Kunjamasktasa kullaka ?
Buen día hermano;Aski urukïpanay jilata
Buen día hermano;Aski urukipanaya jilata
Buen día hermano;Aski uruk ïpanay jilata
Buen os días hermano /hermana;Aski urukïpan jilata /kullaka
Buen os días hermano /hermana;Aski alwakïpan jilata /kullaka
Buenas hermano /hermana;Aski arumakïpan jilata /kullaka
Buenas madrugadas (día) hermano /hermana;Aski qhantati kïpan jilata /kullaka
buenas noches;suma arama
buenas noches a todos;suma arama taxpacharu
Buenas noches hermana;Aski arumak ïpan Kullaka
Buenas noches hermana;Aski arumak ïpanay Kullaka
Buenas noches hermano;Aski arumakïpan jilata
Buenas noches hermano;Aski arumakïpanay jilata
buenas tardes;suma jaypu
Buenas tardes Cristian;Aski jayp'ukïpam Cristian
Buenas tardes he rmano;Aski jayp’ukipanaya jilata
Buenas tardes hermana;Aski jayp’ukïpanay kullaka
Buenas tardes hermana;Aski urukïpanay kullaka
Buenas tardes hermana;Aski jayp’uk ïpan kullaka
Buenas tardes hermana;Aski Jayp’uk ïpanay kullaka
Buenas tardes hermana;Aski jayp’ukïpan kullaka
Buenas tardes hermana;Aski urukïpan kullaka
Buenas tardes hermano;Aski jayp’ukipana jilata
Buenas tardes hermano /hermana;Aski jayp’ukïpan jilata /kullaka
Buenas tardes Marianela;Aski jayp'ukïpanay Marianela
Bueno;inkilla
Bueno;aski
bueno;suma
bueno o bondadoso;suma jaqi
Buenos d ías hermana;Aski alwak ïpanay kullaka
Buenos d ías hermana Elva;Aski alwak ïpanay Kullaka Elva
Buenos dias hermana;Aski uruk ïpanay kullaka
Buenos día s hermana;Aski uruk ïpanay kullaka
buenos días;suma uru
buenos días / buenas tardes / buenas noches / ¿cómo estás?;kunamaskta
buenos días a todos;suma uru taxpacharu
Buenos días hermana;Aski alwakïpanay kullaka
Buenos días hermana;Aski alwak ïpan kulla ka
Buenos días hermana;Aski u rukïpanay kullaka
Buenos días hermana;Aski uruk ïpan kullaka
Buenos días hermana;Aski uruk ïpanay kullaka
Buenos días hermana;Aski uruk ïpanay kulla ka
Buenos días hermana Lily;Aski urukïpanay kullaka Lily
Buenos días hermanas;Aski urukïpan Kullakanaka
Buenos días hermano;Aski uruk ïpan jilata
Buenos días hermano;Aski uru kïpan jilata
Buenos días hermano;Aski a lwakïpan jilata
Buenos días hermano;Aski urk ïpanay jilata
Buenos días hermano;Aski uruk ïpanay jilata
Buenos días hermano;Aski urukïpanay jilata
Buenos días hermano /hermana;Aski willjtakïpan jilata /kullaka
Buenos días hermano José;Aski alwak ïpan Jilata Jos é
Buenos días hermano Juan;Aski urukïpan jilata Juan
buenos días, hermano;kamisaraki jilata
Bufanda;ujanta
Bufanda;Chala
Bufanda;rimanasu
bufanda de lana;chalina
Bufón;k’usillu
Buharro;tiptiri
buitre;siwiq’ara
Bulla;uxu
Bulla;qhuyphi
Bullicioso;ch’axwalli
Bullir;Wallaqiña
Bulto;q’ipi
Bulto atado listo para llevar;q’ipichata
bulto o carga;khumu
Bulto que se sobrepone a la carga de la acémila;lutaji
Burbuja;phukhullu
Burbujear;phukhulluña
Burla;Sawka
burro;asnu
buscar;thaqaña
Buscar;thaqhaña
Buscón;luqasiri
Báculo;Wara
Bíceps;kututu
Bígamo;Pä warmini
Bígamo;pä
Bóveda;kuyrimi
búho;juku
Cacarear las gallinas;karaqiña
Cabal;Phuqhata
Cabalgar;Lat’xataña
Caballero;wiraxucha
Caballete;qawiña
caballo;kawallu
caballo;qaqilu
Cabaña;chhujlla
Cabaña;chhujllu
Cabecea;P’iqimp muqintam
Cabecear;Alinaqaña
Cabecera;Qallta
Cabecera;Ch’ijma
Cabecera;ch’ijmaña
cabello;ñik’uta
Cabello de color rubio;millu
cabello enredado;t’aja
Cabello enredado de los niños;qula
Cabelludo;Ñik’utani
Caber;mantaña
Caber o calzar una cuña o pieza justo al espacio dejado en algún dispositivo;kasaña
Cabestro;ajunta
Cabestro o jáquima que se coloca a las llamas;mak’uña
cabeza;p’iqi
Cabezón;k’ullu
Cabildo;ulaqa
Cabizbajo;alintata
Cabo;Thiya
Cabo del tejido;pulu
Cabra;chiwala
Cabra;chiwu
Caca;Jama
Cacarear;aruña
Cacarear las gallinas;tarariña
Cachetada;T’axlli
Cachete;nawna
Cachetear;T’axlliña
Cachorro;anu
Cachorro;Anu qallu
Cacto;waraqu
Cacto comestible similar a la zanahoria que crece al ras de la tierra;achakana
cactus;waraqu
Cada;sapa
cada día;sapuru
Cada franja de la parcela de siete a diez metros aproximadamente;milka
Cada uno;sapa
Cada uno de los objetos de manera separada;sapa
Cadaver en estado de putrefacción;sawri
Cadena;aju
cadera;thixni
Cadáver;amaya
Caedizo;jalaqtiri
Caer;jalaqtaña
Caer al mismo tiempo el atado o una parte de la pared hacia afuera;allstaña
Caer en un hoyo de espaldas y no poder pararse rápidamente;khakhapstaña
caerse;liwisiña
Café;ch’umphi
café claro;nuwala
café oscuro;ch’umpi
Caito;ch’ankha
Caja;phut’i
Cajón;kajuna
Cal;q’atawi
Calabaza;thamuña
calambre;thisthapi
Calambre;jalthapi
Calamidad;wati
Calar;Ch’ach’aña
Calarse;Ch’aranjasiña
Calavera;amay
Calavera;Amay p’iqi
Calcañar;Kayu wintu
Calcinar;nakhantaña
Calcinar;Phichhantaña
Calcular;Tantiyaña
Caldear;pariyaña
Caldo;kaltu
Caldo con trozos de carne y pocos condimentos;luxru
Caldo de pescado;wallaqi
Calendario;Pacha jakhu
calentar;junt’uchaña
Calentar un poco la comida;q’uñichaña
Calentarse;junt’uptaña
Calentura;Phuthi usu
Calentura;phuti
Caliente;juxsa
caliente;junt’u
Callado;ch’ujuki
callado;amula
Callado;amuki
Callado;amuli
Callado;amu
Callado;amusaki
Callar;amukt’aña
Calle;kalli
callo;luq’a
Calma;ñamphi
Calmar;llamp’uchaña
Calmar;T’akuyaña
Calmar;T’akuña
Calmar el dolor;t’akuyaña
Calmarse el dolor;t’akuña
Calmoso,;Tarma
Calor;Lupi
Calor;junt’u
Calostro;puqi
Calumnia;luti
Calumniar;k’arintaña
Calumniar;lutintaña
Calumniar a uno;lutiña
Caluroso;Junt’u
Calvicie;p’axla
calvo;p’axla
Calvo;q’ara
Calvo;Q’ara p’iqi
Calzado;Sapatu
Cama;Ikiña
cama de adobe;pat’äti
Camada;anta
Camarón;yujra
Cambiar;Mayjt’ayaña
